,1,2,3,4,5,6,7,8,9,10,class
0,0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,0.14879,0.6354310000000001,0.051062,0.032902,-0.08665199999999999,F
1,0.019197,-0.040001,0.288973,-0.042597,0.261718,-1.013906,0.069175,0.8907010000000001,0.095265,-0.8420139999999999,F
2,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.391033,0.333428,-1.807711,-0.996086,-0.41085,F
3,-0.091897,0.2976,0.07914500000000001,0.196496,0.261718,-0.183409,0.220177,0.305093,-0.278912,-0.163443,F
4,0.438888,0.19553399999999999,0.14315999999999998,-0.809435,0.261718,-1.1384809999999999,-0.232828,-0.087894,-0.278912,-0.8020149999999999,F
5,0.29076199999999996,0.077766,0.11826500000000001,0.275805,0.261718,-0.432558,0.031425,0.676859,-0.091823,-0.293988,F
6,-0.128929,-0.134216,0.26407800000000003,0.430695,0.261718,-0.10036,0.182426,0.363824,-0.154186,-0.063434,F
7,0.15498,-0.330495,0.299642,-0.33363699999999996,0.08296100000000001,-0.723232,0.182426,0.536505,0.095265,-0.629,F
8,0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,0.14879,-0.044076,0.231431,-0.341275,0.284405,F
9,0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.231839,0.031425,0.313558,0.251173,0.319293,F
10,0.364825,-0.149918,0.17161099999999999,0.042769999999999996,0.261718,-0.30798400000000004,0.106925,0.456805,-0.310094,-0.207975,F
11,0.006853,0.077766,0.342319,-0.12859,0.261718,-0.349509,-0.081827,0.319732,0.032902,-0.1402,F
12,0.13029200000000002,-0.212727,0.32453699999999996,0.386474,0.261718,0.439463,0.144676,-0.650786,-0.154186,0.44525699999999996,F
13,0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.055431,0.031425,0.197415,-0.278912,-0.8625079999999999,F
14,0.229043,-0.016447999999999997,0.317424,-0.526838,0.261718,-0.474083,0.333428,-0.716527,0.001721,-0.478696,F
15,0.043885,0.274046,0.182281,0.095763,0.261718,2.432656,0.295677,-2.03524,-1.557353,2.135989,F
16,-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.432558,-0.34608,0.103755,0.064084,-0.06413300000000001,F
17,0.019197,0.038511000000000004,0.19295,0.323367,0.261718,0.273364,0.106925,-0.21673499999999998,-0.091823,0.316749,F
18,-0.141273,0.7294149999999999,0.07914500000000001,0.15170899999999998,0.261718,-0.349509,0.295677,0.269757,0.032902,-0.354456,F
19,-0.314087,0.540986,-0.041773000000000005,0.8825620000000001,0.261718,0.9377620000000001,0.069175,0.191299,0.001721,0.95355,F
20,0.229043,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-1.055431,0.257927,-0.259993,0.001721,-0.9717389999999999,F
21,0.080916,0.313302,0.07914500000000001,0.5889850000000001,0.261718,0.522513,0.144676,-0.31808400000000003,-0.341275,0.52241,F
22,0.14263599999999999,-0.377602,0.32809299999999997,-0.039583,0.261718,0.190314,0.597681,-0.823408,-0.746634,-0.060673000000000005,F
23,0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.349509,0.220177,0.597314,-0.185368,-0.317025,F
24,0.080916,-0.24413200000000002,0.214288,-0.37914000000000003,0.261718,0.439463,1.805694,0.507013,0.31353600000000004,-0.42681099999999994,F
25,0.14263599999999999,-0.369751,0.413447,0.301347,0.17234000000000002,-0.22493400000000002,0.333428,0.558192,-0.247731,-0.268298,F
26,0.24138600000000002,-0.322644,0.28186,0.27461199999999997,0.261718,-0.8062819999999999,0.597681,1.0279479999999999,0.375899,-0.9105110000000001,F
27,-0.030177999999999996,-0.189174,0.24273899999999998,-0.40879899999999997,0.261718,-1.22153,-0.044076,-0.831252,-0.154186,-0.9765370000000001,F
28,-0.10424100000000001,-0.197025,0.22140100000000001,0.17367,0.261718,0.854712,-0.119577,-0.536352,-0.247731,0.9864,F
29,-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-0.10036,0.182426,0.617506,-0.091823,-0.074476,F
30,-0.042522000000000004,-0.3619,0.47034899999999996,-0.310721,0.261718,-0.681707,0.106925,-0.386368,-0.715453,-0.548556,F
31,-0.38815,0.321153,0.107596,0.886232,0.351096,0.771662,0.408929,0.503946,-0.060641999999999995,0.59591,F
32,0.14263599999999999,-0.448263,0.438342,0.978909,0.261718,1.643684,-0.044076,-0.621721,-0.43482,1.6681540000000001,F
33,0.278418,-0.197025,0.23918299999999998,-0.73839,0.261718,0.854712,0.6354310000000001,-1.484037,-0.216549,0.528522,F
34,0.229043,0.807926,-0.052441999999999996,0.082634,0.261718,-0.764757,0.371178,0.49728599999999995,-0.091823,-0.76861,F
35,4.524702,-0.134216,0.23206999999999997,-2.514351,-0.9001979999999999,-0.6401819999999999,0.220177,-0.649893,-0.8401790000000001,-0.565735,F
36,0.29076199999999996,-0.181323,0.44189799999999996,-1.339925,0.261718,-0.515608,0.182426,-0.677133,0.064084,-0.447028,F
37,0.167323,-0.322644,0.306755,-0.5435479999999999,0.261718,-0.764757,0.106925,-0.03922,-0.247731,-0.639259,F
38,0.080916,-0.29123899999999997,0.356544,0.226662,0.261718,-0.723232,0.333428,-0.245878,-0.8089970000000001,-0.709468,F
39,0.229043,-0.181323,0.23206999999999997,-0.893459,0.261718,-1.1800059999999999,-0.119577,0.212948,0.375899,-0.903049,F
40,-0.042522000000000004,-0.3619,0.47034899999999996,-0.310721,0.261718,-1.096956,-0.119577,0.506528,0.251173,-0.8267639999999999,F
41,-0.10424100000000001,-0.456114,0.484575,0.14380199999999999,0.261718,-0.058835000000000005,0.220177,-0.083953,-0.87136,-0.046014,F
42,0.080916,-0.24413200000000002,0.214288,-0.37914000000000003,0.261718,0.024215,0.55993,-0.818224,-0.9649049999999999,-0.151581,F
43,0.229043,-0.22843000000000002,0.32453699999999996,-0.8691409999999999,0.261718,-0.9723809999999999,0.106925,-0.408171,0.095265,-0.8254379999999999,F
44,-0.017834,-0.330495,0.48813100000000004,-0.183313,0.17234000000000002,-0.9723809999999999,-0.044076,-0.627798,-0.590727,-0.7363390000000001,F
45,0.019197,0.525284,0.068476,0.166658,0.261718,-0.349509,0.144676,0.166505,0.18880999999999998,-0.272276,F
46,0.13029200000000002,-0.212727,0.32453699999999996,0.386474,0.261718,0.06573999999999999,0.6354310000000001,0.324508,-0.029461,-0.161321,F
47,0.043885,0.407516,0.047137,0.460921,0.261718,-0.681707,-0.044076,0.76883,0.095265,-0.47990200000000005,F
48,-0.153617,9.65621,0.05425,0.56598,-1.0789549999999999,1.0623360000000002,0.257927,0.48724799999999996,0.251173,0.930693,F
49,0.192011,0.085618,0.278304,-1.3473549999999999,0.261718,-0.681707,0.220177,0.178019,-0.060641999999999995,-0.626215,F
50,0.019197,0.289748,-0.11645699999999999,1.524856,-0.542686,1.8928330000000002,0.824183,-0.528041,-0.466001,1.303425,F
51,-0.030177999999999996,-0.063555,0.285416,-1.278877,0.17234000000000002,-0.681707,0.106925,1.763714,0.344717,-0.559128,F
52,-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.314889,0.7864329999999999,0.6199140000000001,0.344717,-0.032693,F
53,3.722352,0.336855,0.17516800000000002,-2.701227,0.261718,-0.557133,0.446679,2.192057,-0.403638,-0.616812,F
54,-0.017834,-0.354049,0.42056000000000004,-0.176032,0.261718,-0.6401819999999999,0.220177,-0.932057,-0.715453,-0.5758489999999999,F
55,0.006853,-0.26768600000000004,0.40989,0.565443,0.17234000000000002,0.813187,0.55993,-0.53606,0.032902,0.527642,F
56,-0.017834,0.23479,-0.180472,0.6210319999999999,0.261718,0.647088,0.484429,0.445583,0.157628,0.4285,F
57,0.080916,-0.24413200000000002,0.214288,-0.37914000000000003,0.261718,0.10726500000000001,0.295677,0.188193,0.438262,0.052379999999999996,F
58,0.17966700000000002,-0.047852,0.27474699999999996,-0.605223,0.261718,-0.723232,1.352689,-0.522411,-0.185368,-1.171227,F
59,-0.091897,0.2976,0.07914500000000001,0.196496,0.261718,-0.30798400000000004,0.182426,0.6253310000000001,0.344717,-0.253338,F
60,0.019197,-0.040001,0.288973,-0.042597,0.261718,0.190314,0.408929,-0.065799,-0.497183,0.06957100000000001,F
61,0.29076199999999996,-0.181323,0.44189799999999996,-1.339925,0.261718,0.231839,-2.724356,-1.607441,-2.118619,0.177862,F
62,0.15498,-0.38545300000000005,0.381439,0.314237,0.261718,-0.598658,-0.006326,0.35666,-0.37245700000000004,-0.421519,F
63,0.019197,-0.040001,0.288973,-0.042597,0.261718,-0.30798400000000004,0.748682,-0.43152799999999997,0.251173,-0.548242,F
64,0.15498,-0.3619,0.40989,-0.17194500000000001,0.261718,-0.9723809999999999,0.408929,-0.560291,-0.466001,-0.966435,F
65,-0.042522000000000004,-0.322644,0.310311,0.28729299999999997,0.261718,0.564038,0.220177,-0.133967,-0.154186,0.5087510000000001,F
66,0.14263599999999999,-0.369751,0.413447,0.301347,0.17234000000000002,-0.14188399999999998,-2.573354,0.6493479999999999,-0.12300499999999999,-1.82857,F
67,0.056228999999999994,-0.063555,0.310311,-1.048885,0.261718,0.024215,0.069175,0.6475420000000001,0.095265,0.11127000000000001,F
68,-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.30798400000000004,-0.044076,0.270417,-0.029461,-0.125903,F
69,0.303106,0.352558,0.082701,0.7039810000000001,0.261718,-0.10036,-0.119577,0.43803000000000003,-0.310094,0.084941,F
70,-0.017834,-2.426761,0.278304,0.506662,0.17234000000000002,0.10726500000000001,0.484429,0.354991,0.219991,-0.046918,F
71,-0.178304,0.258344,-0.12357,0.22830300000000003,0.08296100000000001,0.9792860000000001,0.9751850000000001,0.8756729999999999,0.251173,0.438771,F
72,-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-0.391033,1.5036909999999999,-0.677346,-0.497183,-0.9626620000000001,F
73,0.043885,-0.17347100000000001,0.285416,-0.775121,0.17234000000000002,-0.681707,0.257927,-1.7551150000000002,-0.996086,-0.633328,F
74,-0.030177999999999996,-0.063555,0.27474699999999996,-0.394925,0.261718,0.439463,0.333428,-0.623332,0.157628,0.329805,F
75,-0.030177999999999996,-0.063555,0.27474699999999996,-0.394925,0.261718,-0.9723809999999999,-0.119577,-0.101233,0.032902,-0.711119,F
76,0.043885,0.69801,0.022241999999999998,0.912997,0.261718,0.314889,0.446679,1.010066,0.001721,0.152751,F
77,0.043885,0.407516,0.047137,0.460921,0.261718,-0.847807,-0.044076,1.123161,0.219991,-0.634051,F
78,0.10560399999999999,-0.377602,0.260522,0.107578,0.261718,0.190314,-0.270579,0.353379,0.31353600000000004,0.459433,F
79,0.056228999999999994,-0.09496,0.228514,-0.658066,0.17234000000000002,1.477585,0.295677,-2.228482,-1.8691669999999998,1.282558,F
80,0.352481,-0.259834,0.463236,-1.127687,-1.0789549999999999,-0.391033,0.182426,1.200998,-0.029461,-0.31753200000000004,F
81,-3.461768,-0.20487600000000003,-3.210528,-3.4418370000000005,-3.045274,-1.013906,0.333428,2.338915,-2.461615,-0.9694969999999999,F
82,-2.523635,-0.346197,-2.349878,-0.775688,0.17234000000000002,-0.515608,-3.177361,-1.249441,-0.403638,-1.8098,F
